date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:12	78522/78522	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-132ba%22	https://themewagon.github.io/kaiadmin-lite/sidebar-style-2.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/sidebar-style-2.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:12	78523/78523	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-132bb%22	https://themewagon.github.io/kaiadmin-lite/icon-menu.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/icon-menu.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:13	77200/77200	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-12d90%22	https://themewagon.github.io/kaiadmin-lite/forms/forms.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/forms/forms.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:13	56157/56157	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-db5d%22	https://themewagon.github.io/kaiadmin-lite/tables/tables.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/tables/tables.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:13	101904/101904	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-18e10%22	https://themewagon.github.io/kaiadmin-lite/tables/datatables.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/tables/datatables.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:13	39315/39315	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-9993%22	https://themewagon.github.io/kaiadmin-lite/maps/googlemaps.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/maps/googlemaps.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:14	40152/40152	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-9cd8%22	https://themewagon.github.io/kaiadmin-lite/maps/jsvectormap.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/maps/jsvectormap.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:14	59406/59406	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-e80e%22	https://themewagon.github.io/kaiadmin-lite/charts/charts.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/charts/charts.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:14	41821/41821	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-a35d%22	https://themewagon.github.io/kaiadmin-lite/charts/sparkline.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/charts/sparkline.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:14	99441/99441	---M-Z	200	added ('OK')	text/html	etag:W/%22668a5d5e-18471%22	https://themewagon.github.io/kaiadmin-lite/widgets.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/widgets.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:14	3072/3072	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-c00%22	https://themewagon.github.io/kaiadmin-lite/assets/img/jm_denis.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/jm_denis.jpg	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:15	3849/3849	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-f09%22	https://themewagon.github.io/kaiadmin-lite/assets/img/chadengle.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/chadengle.jpg	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:15	15450/15450	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-3c5a%22	https://themewagon.github.io/kaiadmin-lite/assets/img/mlane.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/mlane.jpg	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:15	2865/2865	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-b31%22	https://themewagon.github.io/kaiadmin-lite/assets/img/talha.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/talha.jpg	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:15	11365/11365	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-2c65%22	https://themewagon.github.io/kaiadmin-lite/assets/img/profile2.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/profile2.jpg	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:16	19934/19934	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-4dde%22	https://themewagon.github.io/kaiadmin-lite/assets/img/profile.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/profile.jpg	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:16	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/profile.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/profile.html	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:16	430/430	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-1ae%22	https://themewagon.github.io/kaiadmin-lite/assets/img/flags/id.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/flags/id.png	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:16	609/609	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-261%22	https://themewagon.github.io/kaiadmin-lite/assets/img/flags/us.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/flags/us.png	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:17	673/673	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-2a1%22	https://themewagon.github.io/kaiadmin-lite/assets/img/flags/au.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/flags/au.png	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:17	420/420	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-1a4%22	https://themewagon.github.io/kaiadmin-lite/assets/img/flags/ru.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/flags/ru.png	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:17	472/472	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-1d8%22	https://themewagon.github.io/kaiadmin-lite/assets/img/flags/cn.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/flags/cn.png	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:17	593/593	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-251%22	https://themewagon.github.io/kaiadmin-lite/assets/img/flags/br.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/flags/br.png	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:17	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-155ed%22	https://themewagon.github.io/kaiadmin-lite/assets/js/core/jquery-3.7.1.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/core/jquery-3.7.1.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:17	20122/20122	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-4e9a%22	https://themewagon.github.io/kaiadmin-lite/assets/js/core/popper.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/core/popper.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:18	60577/60577	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-eca1%22	https://themewagon.github.io/kaiadmin-lite/assets/js/core/bootstrap.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/core/bootstrap.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:18	12248/12248	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-2fd8%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:18	164514/164514	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-282a2%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/chart.js/chart.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/chart.js/chart.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:18	43247/43247	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-a8ef%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/jquery.sparkline/jquery.sparkline.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/jquery.sparkline/jquery.sparkline.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:19	5345/5345	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-14e1%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/chart-circle/circles.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/chart-circle/circles.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:19	83898/83898	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-147ba%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/datatables/datatables.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/datatables/datatables.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:19	9015/9015	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-2337%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:19	32835/32835	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-8043%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/jsvectormap/jsvectormap.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/jsvectormap/jsvectormap.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:19	102233/102233	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-18f59%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/jsvectormap/world.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/jsvectormap/world.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:20	40802/40802	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-9f62%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/sweetalert/sweetalert.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/sweetalert/sweetalert.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:20	6612/6612	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-19d4%22	https://themewagon.github.io/kaiadmin-lite/assets/js/kaiadmin.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/kaiadmin.min.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:20	3040/3040	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-be0%22	https://themewagon.github.io/kaiadmin-lite/assets/js/setting-demo.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/setting-demo.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:20	11943/11943	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-2ea7%22	https://themewagon.github.io/kaiadmin-lite/assets/js/demo.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/demo.js	(from https://themewagon.github.io/kaiadmin-lite/)
14:25:21	12072/12072	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22668a5d5e-2f28%22	https://themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.eot	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.eot	(from https://themewagon.github.io/kaiadmin-lite/assets/css/plugins.min.css)
14:25:21	12072/12072	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22668a5d5e-2f28%22	https://themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.eot?	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernoted41d.eot	(from https://themewagon.github.io/kaiadmin-lite/assets/css/plugins.min.css)
14:25:21	6156/6156	---M--	200	added ('OK')	font/woff2	etag:%22668a5d5e-180c%22	https://themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.woff2	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.woff2	(from https://themewagon.github.io/kaiadmin-lite/assets/css/plugins.min.css)
14:25:22	7428/7428	---M--	200	added ('OK')	font/woff	etag:%22668a5d5e-1d04%22	https://themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.woff	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.woff	(from https://themewagon.github.io/kaiadmin-lite/assets/css/plugins.min.css)
14:25:22	11896/11896	---M-Z	200	added ('OK')	font/ttf	etag:W/%22668a5d5e-2e78%22	https://themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.ttf	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/fonts/summernote/summernote.ttf	(from https://themewagon.github.io/kaiadmin-lite/assets/css/plugins.min.css)
14:25:22	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/assets/css/owl.video.play.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/css/owl.video.play.png	(from https://themewagon.github.io/kaiadmin-lite/assets/css/plugins.min.css)
14:25:22	26085/26085	---M--	200	added ('OK')	image/png	etag:%22668a5d5e-65e5%22	https://themewagon.github.io/kaiadmin-lite/assets/img/img-shadow.png	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/img-shadow.png	(from https://themewagon.github.io/kaiadmin-lite/assets/css/kaiadmin.min.css)
14:25:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/components/profile.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/components/profile.html	(from https://themewagon.github.io/kaiadmin-lite/components/avatars.html)
14:25:23	836122/836122	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-cc21a%22	https://themewagon.github.io/kaiadmin-lite/assets/img/bg-404.jpeg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/bg-404.jpg	(from https://themewagon.github.io/kaiadmin-lite/assets/css/kaiadmin.min.css)
14:25:23	51465/51465	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-c909%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/moment/moment.min.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/moment/moment.min.js	(from https://themewagon.github.io/kaiadmin-lite/components/avatars.html)
14:25:23	2936/2936	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-b78%22	https://themewagon.github.io/kaiadmin-lite/assets/js/setting-demo2.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/setting-demo2.js	(from https://themewagon.github.io/kaiadmin-lite/components/avatars.html)
14:25:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/components/index.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/components/index.html	(from https://themewagon.github.io/kaiadmin-lite/components/notifications.html)
14:25:24	1943/1943	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22668a5d5e-797%22	https://themewagon.github.io/kaiadmin-lite/assets/img/logoproduct.svg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/logoproduct.svg	(from https://themewagon.github.io/kaiadmin-lite/sidebar-style-2.html)
14:25:24	3104/3104	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22668a5d5e-c20%22	https://themewagon.github.io/kaiadmin-lite/assets/img/logoproduct3.svg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/logoproduct3.svg	(from https://themewagon.github.io/kaiadmin-lite/sidebar-style-2.html)
14:25:24	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/single-group.php	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/single-group.php	(from https://themewagon.github.io/kaiadmin-lite/sidebar-style-2.html)
14:25:24	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/single-event.php	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/single-event.php	(from https://themewagon.github.io/kaiadmin-lite/sidebar-style-2.html)
14:25:25	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/forms/profile.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/forms/profile.html	(from https://themewagon.github.io/kaiadmin-lite/forms/forms.html)
14:25:25	41140/41140	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-a0b4%22	https://themewagon.github.io/kaiadmin-lite/assets/img/examples/product1.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/examples/product1.jpg	(from https://themewagon.github.io/kaiadmin-lite/forms/forms.html)
14:25:25	83301/83301	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-14565%22	https://themewagon.github.io/kaiadmin-lite/assets/img/examples/product4.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/examples/product4.jpg	(from https://themewagon.github.io/kaiadmin-lite/forms/forms.html)
14:25:26	84929/84929	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-14bc1%22	https://themewagon.github.io/kaiadmin-lite/assets/img/examples/product3.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/examples/product3.jpg	(from https://themewagon.github.io/kaiadmin-lite/forms/forms.html)
14:25:26	31793/31793	---M-Z	200	added ('OK')	application/javascript	etag:W/%22668a5d5e-7c31%22	https://themewagon.github.io/kaiadmin-lite/assets/js/plugin/gmaps/gmaps.js	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/js/plugin/gmaps/gmaps.js	(from https://themewagon.github.io/kaiadmin-lite/forms/forms.html)
14:25:26	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/tables/profile.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/tables/profile.html	(from https://themewagon.github.io/kaiadmin-lite/tables/tables.html)
14:25:26	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/tables/index.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/tables/index.html	(from https://themewagon.github.io/kaiadmin-lite/tables/tables.html)
14:25:27	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/maps/profile.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/maps/profile.html	(from https://themewagon.github.io/kaiadmin-lite/maps/googlemaps.html)
14:25:27	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/kaiadmin-lite/charts/profile.html	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/charts/profile.html	(from https://themewagon.github.io/kaiadmin-lite/charts/charts.html)
14:25:27	2336/2336	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22668a5d5e-920%22	https://themewagon.github.io/kaiadmin-lite/assets/img/visa.svg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/visa.svg	(from https://themewagon.github.io/kaiadmin-lite/widgets.html)
14:25:28	64728/64728	---M--	200	added ('OK')	image/jpeg	etag:%22668a5d5e-fcd8%22	https://themewagon.github.io/kaiadmin-lite/assets/img/blogpost.jpg	C:/My%20Web%20Sites/admin/themewagon.github.io/kaiadmin-lite/assets/img/blogpost.jpg	(from https://themewagon.github.io/kaiadmin-lite/widgets.html)
